#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
Singapore|NA|KM279590|DC688Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0002622	2011-11-06	2011.846617	2011.076699	2012.315621
Singapore|NA|MW510788|SG_EHI_D2/15782Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279543|DC645Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279544|DC649Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0002626	2011-02-12	2011.115979	2010.339010	2011.995372
Singapore|NA|MW510793|SG_EHI_D2/24131Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000366	2012-06-15	2012.454918	2011.437614	2012.454918
Singapore|NA|KM279549|DC661Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|MW510792|SG_EHI_D2/21298Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0002628	2011-09-16	2011.709126	2010.834845	2012.371787
Singapore|NA|KM279560|DC740Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000368	2012-06-15	2012.454918	2011.686352	2012.454918
Singapore|NA|KM279557|DC710Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279592|DC720Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000369	2010-09-12	2010.696564	2008.962700	2012.424365
NODE_0000370	2011-11-30	2011.912832	2010.801414	2012.454918
Singapore|NA|MW510786|SG_EHI_D2/15069Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000371	2012-06-15	2012.454918	2011.716872	2012.454918
Singapore|NA|MW510257|SG_EHI_D2/22959Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279548|DC657Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000372	2010-11-19	2010.883518	2009.307705	2012.449165
NODE_0000373	2011-02-19	2011.135826	2009.774210	2012.454918
NODE_0000374	2011-06-20	2011.466092	2010.379992	2012.454918
NODE_0000375	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000376	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279542|DC644Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|MW510781|SG_EHI_D2/10641Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000377	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279546|DC654Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279531|DC610Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000378	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000379	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279556|DC704Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279534|DC620Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000380	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|MW510785|SG_EHI_D2/13929Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279532|DC618Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000381	2011-06-20	2011.466092	2010.379992	2012.454918
NODE_0000382	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000383	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279588|DC636Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279539|DC641Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000384	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279530|DC597Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279551|DC669Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000385	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000386	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279533|DC619Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279541|DC643Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000387	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279554|DC687Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|MW510787|SG_EHI_D2/15257Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000388	2011-02-19	2011.135826	2009.774210	2012.454918
NODE_0000389	2011-06-20	2011.466092	2010.379992	2012.454918
NODE_0000390	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000391	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279540|DC642Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279536|DC629Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000392	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279547|DC655Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279587|DC596Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000393	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000394	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279589|DC666Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279529|DC592Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000395	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279550|DC663Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279552|DC673Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000396	2011-06-20	2011.466092	2010.379992	2012.454918
NODE_0000397	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000398	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279591|DC716Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279553|DC677Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000399	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|MW510790|SG_EHI_D2/17178Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|MW510789|SG_EHI_D2/15870Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000400	2011-11-24	2011.897233	2011.135996	2012.454918
NODE_0000401	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|MW512373|SG_EHI_D2/15086Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279545|DC652Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000402	2012-06-15	2012.454918	2011.871983	2012.454918
Singapore|NA|KM279537|DC635Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Singapore|NA|KM279538|DC639Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000001	1991-03-04	1991.171801	1988.316718	1995.373772
Indonesia|Surabaya|KT012510|D2/SBY36/14|Dengue_2|E|External|2014-06-15|2014.45205479452	2014-06-15	2014.453425	2014.453425	2014.453425
NODE_0002381	1992-04-20	1992.301380	1989.831485	1996.013479
NODE_0002382	2004-05-04	2004.339255	2002.459691	2006.282372
Indonesia|Sukabumi__West_Java|KF052651|SKB-CM024|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Indonesia|NA|JF968003||Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
NODE_0002384	2005-01-20	2005.053731	2003.357590	2006.693379
NODE_0002385	2010-06-15	2010.453425	2009.498516	2010.453425
Taiwan|NA|MG895062||Dengue_2|E|External|2014-07-20|2014.54794520548	2014-07-20	2014.549315	2014.549315	2014.549315
Singapore|NA|JF968025||Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
Indonesia|NA|JF968032||Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
NODE_0002387	2007-03-10	2007.188588	2005.825857	2008.393848
Indonesia|NA|JF968044||Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
NODE_0002388	2008-10-21	2008.804758	2007.529386	2009.793296
Indonesia|NA|JF968050||Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
NODE_0002389	2014-06-15	2014.453425	2013.316369	2014.453425
Indonesia|NA|MK629472|B101520206312|Dengue_2|E|External|2016-06-27|2016.48493150685	2016-06-27	2016.487705	2016.487705	2016.487705
Indonesia|NA|KT175124||Dengue_2|E|External|2014-06-15|2014.45205479452	2014-06-15	2014.453425	2014.453425	2014.453425
NODE_0002144	1993-06-09	1993.435877	1991.235389	1996.739006
NODE_0002145	1996-09-07	1996.684053	1994.695041	1999.629589
Indonesia|Kupang|MT122194|KPG-207|Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0002146	1998-07-05	1998.509130	1996.866739	2001.057734
Singapore|NA|MW512364|SG_EHI_D2/27914Y11|Dengue_2|WG|External|2011-06-15|2011.45205479452	2011-06-15	2011.453425	2011.453425	2011.453425
NODE_0002256	1999-08-26	1999.651754	1997.962078	2002.056463
NODE_0002257	2008-05-03	2008.338083	2006.953200	2009.588600
Taiwan|NA|MG894991||Dengue_2|E|External|2011-11-11|2011.8602739726	2011-11-11	2011.861644	2011.861644	2011.861644
Taiwan|NA|MG894986||Dengue_2|E|External|2011-11-06|2011.84657534247	2011-11-06	2011.847945	2011.847945	2011.847945
Taiwan|NA|MG895035||Dengue_2|E|External|2013-07-02|2013.49863013699	2013-07-02	2013.500000	2013.500000	2013.500000
NODE_0002260	2010-08-15	2010.619802	2009.406615	2011.469293
Taiwan|NA|MG894997||Dengue_2|E|External|2012-01-28|2012.07397260274	2012-01-28	2012.075137	2012.075137	2012.075137
Taiwan|NA|MG894998||Dengue_2|E|External|2012-01-28|2012.07397260274	2012-01-28	2012.075137	2012.075137	2012.075137
NODE_0002261	2008-01-31	2008.083183	2006.179805	2009.488669
Indonesia|NA|JF968010||Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
NODE_0002262	2013-06-15	2013.453425	2011.777477	2013.453425
Malaysia|NA|KJ806915|MYS_Selangor_D2/2063Y13|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0002263	2015-08-15	2015.620352	2014.340725	2016.713811
Indonesia|Kupang|MT122195|KPG-216|Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0002266	2017-01-28	2017.075577	2016.145625	2017.537200
Indonesia|Kupang|MT122193|KPG-204|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
Indonesia|Kupang|MT122196|KPG-217|Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0000421	2016-11-19	2016.884810	2015.542731	2018.096932
China|NA|MN923111|19XN21330|Dengue_2|WG|External|2019-08-24|2019.64383561644	2019-08-24	2019.645205	2019.645205	2019.645205
Singapore|NA|MW512480|SG_EHI_D2/27574Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0002147	2001-01-19	2001.050032	1998.995205	2003.775742
NODE_0002148	2007-11-04	2007.843798	2006.564328	2009.103619
East_Timor|NA|KY275201|D2/Timor/032/2011|Dengue_2|E|External|2011-02-15|2011.12328767123	2011-02-15	2011.124658	2011.124658	2011.124658
NODE_0002151	2008-09-14	2008.702942	2007.566530	2009.733285
East_Timor|NA|KY275199|D2/Timor/007/2010|Dengue_2|E|External|2010-12-15|2010.95342465753	2010-12-15	2010.954795	2010.954795	2010.954795
East_Timor|NA|KY275233|D2/Timor/133/2010|Dengue_2|E|External|2010-12-15|2010.95342465753	2010-12-15	2010.954795	2010.954795	2010.954795
NODE_0002152	2010-03-16	2010.202854	2009.330922	2010.453425
East_Timor|NA|JN568257|East_Timor_2010|Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
NODE_0000427	2010-06-14	2010.450646	2009.869372	2010.620548
East_Timor|NA|KY275200|D2/Timor/028/2010|Dengue_2|E|External|2010-08-15|2010.61917808219	2010-08-15	2010.620548	2010.620548	2010.620548
NODE_0000429	2010-10-15	2010.787671	2010.310409	2010.787671
East_Timor|NA|KY275223|D2/Timor/350/2010|Dengue_2|E|External|2010-10-15|2010.78630136986	2010-10-15	2010.787671	2010.787671	2010.787671
East_Timor|NA|KY275213|D2/Timor/126/2011|Dengue_2|E|External|2011-04-15|2011.28493150685	2011-04-15	2011.286301	2011.286301	2011.286301
NODE_0000430	2008-10-19	2008.798399	2007.185395	2010.345685
NODE_0002159	2010-06-26	2010.482613	2009.519222	2010.787671
East_Timor|NA|KY275217|D2/Timor/193/2010|Dengue_2|E|External|2010-10-15|2010.78630136986	2010-10-15	2010.787671	2010.787671	2010.787671
NODE_0000432	2010-11-15	2010.872603	2010.234414	2010.872603
East_Timor|NA|KY275229|D2/Timor/876/2010|Dengue_2|E|External|2010-11-15|2010.87123287671	2010-11-15	2010.872603	2010.872603	2010.872603
East_Timor|NA|KY275228|D2/Timor/861/2010|Dengue_2|E|External|2010-11-15|2010.87123287671	2010-11-15	2010.872603	2010.872603	2010.872603
NODE_0000433	2009-08-19	2009.630823	2008.349660	2010.453425
East_Timor|NA|KY275214|D2/Timor/127/2011|Dengue_2|E|External|2011-04-15|2011.28493150685	2011-04-15	2011.286301	2011.286301	2011.286301
NODE_0000434	2010-02-24	2010.149233	2009.346767	2010.453425
East_Timor|NA|KY275218|D2/Timor/219/2010|Dengue_2|E|External|2010-07-15|2010.53424657534	2010-07-15	2010.535616	2010.535616	2010.535616
NODE_0000435	2010-06-15	2010.453425	2009.927569	2010.453425
East_Timor|NA|KY275234|D2/Timor/209/2010|Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
East_Timor|NA|KY275225|D2/Timor/558/2010|Dengue_2|E|External|2010-06-15|2010.45205479452	2010-06-15	2010.453425	2010.453425	2010.453425
NODE_0002161	2009-06-12	2009.446332	2008.085124	2010.887399
Indonesia|Purwokerto|KY709185|PWT-018|Dengue_2|E|External|2015-06-15|2015.45205479452	2015-06-15	2015.453425	2015.453425	2015.453425
Indonesia|NA|KT781526|Bali_2011c|Dengue_2|E|External|2011-06-15|2011.45205479452	2011-06-15	2011.453425	2011.453425	2011.453425
Indonesia|NA|KT781525|Bali_2011b|Dengue_2|E|External|2011-06-15|2011.45205479452	2011-06-15	2011.453425	2011.453425	2011.453425
NODE_0002171	2011-06-29	2011.491485	2010.319193	2012.028433
Indonesia|Bali|KM216736|D2/IDN/Bali_108/2012|Dengue_2|E|External|2012-02-06|2012.09863013699	2012-02-06	2012.099727	2012.099727	2012.099727
Thailand|NA|KM216717|D2/THA/086/2012|Dengue_2|E|External|2012-01-31|2012.08219178082	2012-01-31	2012.083333	2012.083333	2012.083333
NODE_0002174	2010-09-14	2010.702811	2009.511623	2012.102427
Indonesia|NA|KT781546|Bali_2013b|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
Indonesia|NA|KT781545|Bali_2013a|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0002189	2010-10-10	2010.773228	2009.485466	2011.975330
NODE_0000442	2012-01-29	2012.077869	2011.012864	2012.077869
Singapore|NA|MW512375|SG_EHI_D2/38228Y12|Dengue_2|WG|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Indonesia|Bali|KM216715|D2/IDN/Bali_082/2012|Dengue_2|E|External|2012-01-29|2012.07671232877	2012-01-29	2012.077869	2012.077869	2012.077869
NODE_0002191	2012-02-03	2012.091530	2010.914497	2012.091530
Indonesia|Bali|KM216735|D2/IDN/Bali_107/2012|Dengue_2|E|External|2012-03-06|2012.17534246575	2012-03-06	2012.178962	2012.178962	2012.178962
Indonesia|Lombok|KM216722|D2/IDN/Lombok_091/2012|Dengue_2|E|External|2012-02-03|2012.0904109589	2012-02-03	2012.091530	2012.091530	2012.091530
Indonesia|Bali|KU509308||Dengue_2|E|External|2015-06-15|2015.45205479452	2015-06-15	2015.453425	2015.453425	2015.453425
NODE_0002176	2010-02-27	2010.156514	2008.976109	2011.466662
Indonesia|NA|KT781536|Bali_2012b|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0002177	2010-08-29	2010.659103	2009.647244	2011.825873
Singapore|NA|MW510273|SG_EHI_D2/35875Y13|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0000446	2011-09-20	2011.717971	2010.350074	2013.073225
NODE_0002178	2013-06-15	2013.453425	2012.558202	2013.453425
Singapore|NA|MW512384|SG_EHI_D2/18169Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
Malaysia|NA|KJ806805|SG_EHI_D2/18404Y13|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0000448	2012-08-16	2012.625194	2011.614973	2013.231911
Singapore|NA|MW510271|SG_EHI_D2/33065Y13|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0000449	2013-06-15	2013.453425	2012.592416	2013.453425
Singapore|NA|MW510272|SG_EHI_D2/34173Y13|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
Singapore|NA|MW510269|SG_EHI_D2/23920Y13|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0000559	2009-10-03	2009.754996	2008.115108	2011.438568
NODE_0002188	2012-01-25	2012.066940	2010.991223	2012.066940
Taiwan|NA|MG895015||Dengue_2|E|External|2012-01-25|2012.06575342466	2012-01-25	2012.066940	2012.066940	2012.066940
Indonesia|NA|KT781540|Bali_2012d|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000561	2010-01-07	2010.017069	2008.585781	2011.453425
NODE_0002175	2012-02-13	2012.118852	2011.094944	2012.118852
Indonesia|Bali|KM216731|D2/IDN/Bali_103/2012|Dengue_2|E|External|2012-02-24|2012.14794520548	2012-02-24	2012.148907	2012.148907	2012.148907
Indonesia|Bali|KM216727|D2/IDN/Bali_097/2012|Dengue_2|E|External|2012-02-13|2012.11780821918	2012-02-13	2012.118852	2012.118852	2012.118852
NODE_0000450	2010-04-01	2010.247182	2009.061211	2011.453425
Indonesia|NA|KT781524|Bali_2011a|Dengue_2|E|External|2011-06-15|2011.45205479452	2011-06-15	2011.453425	2011.453425	2011.453425
NODE_0000451	2010-06-05	2010.426485	2009.405041	2011.583005
Thailand|NA|KT781537|Thailand_2012a|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000452	2010-08-03	2010.587866	2009.705709	2011.588815
Singapore|NA|MW510254|SG_EHI_D2/02458Y12|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000453	2010-09-24	2010.728808	2009.963478	2011.598155
Thailand|NA|KT781538|Thailand_2012b|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000454	2010-11-09	2010.856674	2010.188201	2011.610673
NODE_0000455	2011-02-03	2011.091094	2010.093243	2011.952055
Singapore|NA|MW510262|SG_EHI_D2/07629Y13|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0000456	2011-04-18	2011.293546	2010.475276	2011.952055
Indonesia|Bali|KM216709|D2/IDN/Bali_075/2011|Dengue_2|E|External|2011-12-14|2011.95068493151	2011-12-14	2011.952055	2011.952055	2011.952055
NODE_0000457	2011-06-16	2011.457448	2010.775675	2011.971233
Taiwan|NA|MG894989||Dengue_2|E|External|2011-12-21|2011.9698630137	2011-12-21	2011.971233	2011.971233	2011.971233
NODE_0000458	2011-08-04	2011.590450	2010.963065	2012.066940
Indonesia|Bali|KM216713|D2/IDN/Bali_079/2012|Dengue_2|E|External|2012-01-25|2012.06575342466	2012-01-25	2012.066940	2012.066940	2012.066940
NODE_0000459	2011-09-16	2011.707606	2011.180063	2012.080601
Indonesia|Bali|KM216716|D2/IDN/Bali_084/2012|Dengue_2|E|External|2012-01-30|2012.07945205479	2012-01-30	2012.080601	2012.080601	2012.080601
NODE_0000460	2011-10-22	2011.807713	2011.364478	2012.099727
Indonesia|Bali|KM216723|D2/IDN/Bali_092/2012|Dengue_2|E|External|2012-02-06|2012.09863013699	2012-02-06	2012.099727	2012.099727	2012.099727
NODE_0000461	2011-11-26	2011.901481	2011.533063	2012.118852
Indonesia|Bali|KM216730|D2/IDN/Bali_102/2012|Dengue_2|E|External|2012-02-24|2012.14794520548	2012-02-24	2012.148907	2012.148907	2012.148907
NODE_0000462	2011-12-27	2011.987927	2011.684449	2012.118852
Indonesia|Bali|KM216726|D2/IDN/Bali_096/2012|Dengue_2|E|External|2012-02-13|2012.11780821918	2012-02-13	2012.118852	2012.118852	2012.118852
NODE_0000463	2012-02-07	2012.102245	2011.812925	2012.124317
Indonesia|Bali|KM216729|D2/IDN/Bali_100/2012|Dengue_2|E|External|2012-02-15|2012.12328767123	2012-02-15	2012.124317	2012.124317	2012.124317
NODE_0000464	2012-02-14	2012.121961	2011.827447	2012.285519
Taiwan|NA|MG895002||Dengue_2|E|External|2012-04-14|2012.28219178082	2012-04-14	2012.285519	2012.285519	2012.285519
NODE_0000465	2012-02-26	2012.155512	2011.817792	2012.454918
NODE_0000466	2012-04-02	2012.253977	2011.986418	2012.454918
NODE_0000467	2012-06-15	2012.454918	2012.223771	2012.454918
Taiwan|NA|KT175112||Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Indonesia|NA|KT781534|Indonesia_2012|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000468	2012-06-15	2012.454918	2012.223771	2012.454918
Indonesia|NA|KT781535|Bali_2012a|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
Indonesia|NA|KT781539|Bali_2012c|Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000469	2012-04-27	2012.321713	2012.087098	2012.454918
Indonesia|NA|KT175121||Dengue_2|E|External|2012-06-15|2012.45205479452	2012-06-15	2012.454918	2012.454918	2012.454918
NODE_0000470	2012-08-06	2012.596726	2012.292699	2012.657104
Taiwan|NA|MG895011||Dengue_2|E|External|2012-08-28|2012.65479452055	2012-08-28	2012.657104	2012.657104	2012.657104
NODE_0000471	2012-11-29	2012.911339	2012.249067	2013.453425
Taiwan|NA|MG895069||Dengue_2|E|External|2014-08-28|2014.65479452055	2014-08-28	2014.656164	2014.656164	2014.656164
NODE_0000472	2013-06-15	2013.453425	2012.929558	2013.453425
Singapore|NA|MW512385|SG_EHI_D2/17716Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
Indonesia|NA|KT781544|Indonesia_2013a|Dengue_2|E|External|2013-06-15|2013.45205479452	2013-06-15	2013.453425	2013.453425	2013.453425
NODE_0002207	2011-03-14	2011.198325	2010.549321	2011.965292
NODE_0002208	2014-01-02	2014.002975	2012.394469	2015.395332
Indonesia|Bali|ON584413|DPS-028|Dengue_2|E|External|2019-05-23|2019.38904109589	2019-05-23	2019.390411	2019.390411	2019.390411
Indonesia|NA|MK629474|B101520215212|Dengue_2|E|External|2016-03-29|2016.23835616438	2016-03-29	2016.241803	2016.241803	2016.241803
NODE_0002209	2011-07-18	2011.543197	2010.916164	2012.266916
Taiwan|NA|MG895090||Dengue_2|E|External|2015-06-26|2015.48219178082	2015-06-26	2015.483562	2015.483562	2015.483562
NODE_0002211	2015-12-01	2015.915240	2014.952203	2016.251523
China|Guangzhou|MK564477|GZ16XN11140|Dengue_2|WG|External|2016-04-15|2016.28493150685	2016-04-15	2016.288251	2016.288251	2016.288251
China|NA|MG840602|D2/China/GDgz/GZ11140/2016_Indonesia_|Dengue_2|E|External|2016-06-15|2016.45205479452	2016-06-15	2016.454918	2016.454918	2016.454918
NODE_0002212	2011-11-05	2011.845979	2011.238729	2012.538409
NODE_0002213	2015-09-07	2015.683562	2015.312428	2015.683562
China|Guangdong_Province|MN018352|D15328|Dengue_2|WG|External|2015-09-07|2015.68219178082	2015-09-07	2015.683562	2015.683562	2015.683562
China|NA|MH827534|D2/China/GDsz/D15328/2015_Taiwan_|Dengue_2|WG|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002215	2012-05-20	2012.384737	2011.677393	2013.156880
